strategy,base,tier,odds,oos_win,oos_roi,bets,backed,price_column,graded_against,min_odds_floor,hold_sec,window_sec,market_status_columns,n_conditions,conditions,sql_predicate,source_book
BAS_prop:late_le_0203,prop:late_lead_hold,Vision,1.683,59.6,0.4,300,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,margin_range_300s >= 4 AND home_odds >= 1.58,"""margin_range_300s"" IS NOT NULL AND ""margin_range_300s"" >= 4 AND ""home_odds"" IS NOT NULL AND ""home_odds"" >= 1.58",COMBINA_1027.xlsx
BAS_spread_dog_c_0106,spread_dog_cover,Vision,1.8,55.8,0.4,307,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,price_move_since_score <= 1 AND pts_last_60s <= 5 AND u_ratio_open >= 0.1537,"""price_move_since_score"" IS NOT NULL AND ""price_move_since_score"" <= 1 AND ""pts_last_60s"" IS NOT NULL AND ""pts_last_60s"" <= 5 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" >= 0.1537",COMBINA_1027.xlsx
BAS_spread_dog_c_0236,spread_dog_cover,Vision,1.832,54.8,0.4,316,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,u_ratio_open <= 3.0613,"""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 3.0613",COMBINA_1027.xlsx
BAS_prop:dog_lea_0143,prop:dog_leading_late,Vision,1.684,59.8,0.3,390,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,price_gap >= 0.06,"""price_gap"" IS NOT NULL AND ""price_gap"" >= 0.06",COMBINA_1027.xlsx
BAS_spec:HT_Unde_0113,spec:HT_Underdog_Fade,Vision,1.761,57,0.3,305,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,h_score <= 25.3513,"""h_score"" IS NOT NULL AND ""h_score"" <= 25.3513",COMBINA_1027.xlsx
BAS_spec:TG_Hist_0002,spec:TG_Historical_vs_Handicap_Under,Vision,1.774,56.1,0.3,371,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,lead_vs_line >= -178.5,"""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" >= -178.5",COMBINA_1027.xlsx
BAS_spread_dog_c_0109,spread_dog_cover,Vision,1.8,55.7,0.2,333,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,X_u_elapsed__minus__u_time_in_lead >= 0.0019,"""X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_u_elapsed__minus__u_time_in_lead"" >= 0.0019",COMBINA_1027.xlsx
BAS_prop:dog_lea_0176,prop:dog_leading_late,Jobber,2.255,44.7,0.2,384,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,line_flat >= 2,"""line_flat"" IS NOT NULL AND ""line_flat"" >= 2",COMBINA_1027.xlsx
BAS_prop:fresh_l_0260,prop:fresh_lead,Jobber,2.284,44.1,0.2,336,prop:fresh_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,lead_m30 <= 0,"""lead_m30"" IS NOT NULL AND ""lead_m30"" <= 0",COMBINA_1027.xlsx
BAS_prop:first_s_0254,prop:first_scorer_hold,Feeder,3.945,25.4,0.2,290,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,lead_margin_m30 <= 3 AND point_spread_home >= 1.6575,"""lead_margin_m30"" IS NOT NULL AND ""lead_margin_m30"" <= 3 AND ""point_spread_home"" IS NOT NULL AND ""point_spread_home"" >= 1.6575",COMBINA_1027.xlsx
BAS_spec:Leader_0052,spec:Leader,Npc,1.652,61.1,0.1,389,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,u_pace <= 58.0667,"""u_pace"" IS NOT NULL AND ""u_pace"" <= 58.0667",COMBINA_1027.xlsx
BAS_prop:first_s_0076,prop:first_scorer_hold,Npc,1.639,61.4,0.1,341,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1,tg_imp_under <= 0.578,"""tg_imp_under"" IS NOT NULL AND ""tg_imp_under"" <= 0.578",COMBINA_1027.xlsx
BAS_prop:first_s_0049,prop:first_scorer_hold,Vision,2.23,52.2,14.1,321,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND X_minute__minus__u_drought <= 27.3487 AND tg_overround <= 1.1237 AND tg_imp_over <= 0.605,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 27.3487 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237 AND ""tg_imp_over"" IS NOT NULL AND ""tg_imp_over"" <= 0.605",MODE3_202748.xlsx
BAS_prop:drifter_0027,prop:drifter_vs_open,Feeder,5.096,21.8,17.5,300,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,time_at_this_price <= 28.2017 AND lead_vs_line <= -170.833 AND X_home_odds__x__point_spread_away <= 10.82 AND u_vol >= 0.0119,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -170.833 AND ""X_home_odds__x__point_spread_away"" IS NOT NULL AND ""X_home_odds__x__point_spread_away"" <= 10.82 AND ""u_vol"" IS NOT NULL AND ""u_vol"" >= 0.0119",MODE3_202748.xlsx
BAS_spread_dog_c_0156,spread_dog_cover,Vision,1.926,58.5,12.5,306,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND need_frac >= 0.4 AND price_gap >= 0.06 AND dog_odds_vol_180 <= 0.2508,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""price_gap"" IS NOT NULL AND ""price_gap"" >= 0.06 AND ""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.2508",MODE3_202748.xlsx
BAS_late_lead_ho_0169,late_lead_hold,Jobber,2.374,46.9,11.3,301,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND X_minute__minus__u_drought <= 26.2769 AND tg_overround <= 1.1237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""open_vs_now_lead"" IS NOT NULL AND ""open_vs_now_lead"" <= 0.9043 AND ""motif_0"" IS NOT NULL AND ""motif_0"" <= 0.0 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 26.2769 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_prop:first_s_0062,prop:first_scorer_hold,Jobber,2.36,48.4,11.1,320,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND line_move <= 4.0 AND lead_vs_line <= -143.0 AND u_ratio_open <= 2.9167 AND tg_overround <= 1.1237,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -143.0 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.9167 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_tg_under_0005,tg_under,Npc,1.778,61.9,10.6,303,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_q >= 0.5 AND u_open >= 1.2 AND is_trailer <= 0.8231,"""prog_q"" IS NOT NULL AND ""prog_q"" >= 0.5 AND ""u_open"" IS NOT NULL AND ""u_open"" >= 1.2 AND ""is_trailer"" IS NOT NULL AND ""is_trailer"" <= 0.8231",MODE3_202748.xlsx
BAS_late_lead_ho_0110,late_lead_hold,Npc,1.571,70.6,10.5,335,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,prog_score <= 0.35 AND line_move <= 4.0 AND odds_ratio <= 1.227 AND trailer_price >= 1.8518 AND total_points_over <= 1.9442 AND lead_changes_300s <= 1.0,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""odds_ratio"" IS NOT NULL AND ""odds_ratio"" <= 1.227 AND ""trailer_price"" IS NOT NULL AND ""trailer_price"" >= 1.8518 AND ""total_points_over"" IS NOT NULL AND ""total_points_over"" <= 1.9442 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 1.0",MODE3_202748.xlsx
BAS_prop:late_le_0181,prop:late_lead_hold,Jobber,2.238,49.7,10.5,332,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,lead_size >= 3.0 AND u_ratio_open <= 2.8107 AND open_gap <= 3.55,"""lead_size"" IS NOT NULL AND ""lead_size"" >= 3.0 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.8107 AND ""open_gap"" IS NOT NULL AND ""open_gap"" <= 3.55",MODE3_202748.xlsx
BAS_prop:first_s_0056,prop:first_scorer_hold,Jobber,2.254,49.3,8.5,286,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND tg_overround <= 1.1237,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_prop:first_s_0060,prop:first_scorer_hold,Jobber,2.336,47.1,8,298,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND lead_vs_line <= -150.5 AND u_ratio_open <= 2.5724 AND tg_overround <= 1.1237,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -150.5 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.5724 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_spread_dog_c_0154,spread_dog_cover,Vision,1.925,56,7.7,297,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND dog_odds_vol_180 <= 0.2346,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -140.5 AND ""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.2346",MODE3_202748.xlsx
BAS_DRIFTED_0046,DRIFTED,Jobber,2.444,43.8,7.6,275,DRIFTED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,line >= 170.0 AND pm_home <= 2.6314,"""line"" IS NOT NULL AND ""line"" >= 170.0 AND ""pm_home"" IS NOT NULL AND ""pm_home"" <= 2.6314",MODE3_202748.xlsx
BAS_spec:TG_Hist_0072,spec:TG_Historical_vs_Handicap_Under,Vision,1.912,56.4,7.5,483,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog >= 0.7151017554368007 AND time_at_this_price < 52.915909090909054 AND pace_last_300s_vs_line >= -159.72,"""prog"" IS NOT NULL AND ""prog"" >= 0.7151017554368007 AND ""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" < 52.915909090909054 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" >= -159.72",MODE3_202748.xlsx
BAS_prop:first_s_0059,prop:first_scorer_hold,Jobber,2.357,47.9,7.4,347,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,u_overround <= 1.1109 AND req_ratio <= 1.3805,"""u_overround"" IS NOT NULL AND ""u_overround"" <= 1.1109 AND ""req_ratio"" IS NOT NULL AND ""req_ratio"" <= 1.3805",MODE3_202748.xlsx
BAS_prop:first_s_0054,prop:first_scorer_hold,Jobber,2.254,47.9,7.1,318,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND leader_runmax >= 1.8456 AND tot_vs_line <= -128.8692,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.3716 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" >= 1.8456 AND ""tot_vs_line"" IS NOT NULL AND ""tot_vs_line"" <= -128.8692",MODE3_202748.xlsx
BAS_late_lead_ho_0007,,Jobber,2.374,45.7,6.8,392,,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""trail"" IS NOT NULL AND ""trail"" <= 6.0",MODE3_202748.xlsx
BAS_prop:first_s_0055,prop:first_scorer_hold,Jobber,2.429,45.5,6.8,300,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND req_ratio >= 1.195 AND tg_overround <= 1.1237,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -140.5 AND ""req_ratio"" IS NOT NULL AND ""req_ratio"" >= 1.195 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_q1_winner_0139,q1_winner,Npc,1.498,71.3,6.5,371,q1_winner,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,X_q1_lead__minus__u_overround >= 1.88889 AND rk_implied_edge >= 0.0764,"""X_q1_lead__minus__u_overround"" IS NOT NULL AND ""X_q1_lead__minus__u_overround"" >= 1.88889 AND ""rk_implied_edge"" IS NOT NULL AND ""rk_implied_edge"" >= 0.0764",MODE3_202748.xlsx
BAS_prop:first_s_0098,prop:first_scorer_hold,Npc,1.568,67.9,6.4,344,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND rk_dog_odds >= 1.8351 AND opp >= 1.91,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.8351 AND ""opp"" IS NOT NULL AND ""opp"" >= 1.91",MODE3_202748.xlsx
BAS_prop:drifter_0029,prop:drifter_vs_open,Feeder,5.159,21.4,6.2,327,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND secs_since_run_started >= 0.0 AND u_trend <= -5.7851 AND total_goals_handicap_ffill <= 197.5,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" <= 3.66 AND ""secs_since_run_started"" IS NOT NULL AND ""secs_since_run_started"" >= 0.0 AND ""u_trend"" IS NOT NULL AND ""u_trend"" <= -5.7851 AND ""total_goals_handicap_ffill"" IS NOT NULL AND ""total_goals_handicap_ffill"" <= 197.5",MODE3_202748.xlsx
BAS_prop:drifter_0026,prop:drifter_vs_open,Ino,5.452,18.8,6,316,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,line >= 170.0 AND X_minute__over__u_vol <= 2696.29 AND both_scored >= 1.0,"""line"" IS NOT NULL AND ""line"" >= 170.0 AND ""X_minute__over__u_vol"" IS NOT NULL AND ""X_minute__over__u_vol"" <= 2696.29 AND ""both_scored"" IS NOT NULL AND ""both_scored"" >= 1.0",MODE3_202748.xlsx
BAS_late_lead_ho_0115,late_lead_hold,Npc,1.575,67.6,5.9,420,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND u_ratio_open <= 3.0575 AND trailer_price >= 1.8315 AND prematch_dog_odds >= 1.9465,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 3.0575 AND ""trailer_price"" IS NOT NULL AND ""trailer_price"" >= 1.8315 AND ""prematch_dog_odds"" IS NOT NULL AND ""prematch_dog_odds"" >= 1.9465",MODE3_202748.xlsx
BAS_late_lead_ho_0103,late_lead_hold,Npc,1.622,66.1,5.9,354,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,dog_odds_vol_180 <= 0.15546 AND price_gap >= 0.04 AND lead_changes_300s <= 2.0 AND line_open >= 134.5,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""price_gap"" IS NOT NULL AND ""price_gap"" >= 0.04 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 2.0 AND ""line_open"" IS NOT NULL AND ""line_open"" >= 134.5",MODE3_202748.xlsx
BAS_spec:TG_Hist_0071,spec:TG_Historical_vs_Handicap_Under,Vision,1.885,56.2,5.9,371,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,prog_score >= 0.45 AND u_drift_opp <= 11.7818,"""prog_score"" IS NOT NULL AND ""prog_score"" >= 0.45 AND ""u_drift_opp"" IS NOT NULL AND ""u_drift_opp"" <= 11.7818",MODE3_202748.xlsx
BAS_spread_dog_c_0118,spread_dog_cover,Vision,1.8,58.7,5.6,305,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND lead_vs_line <= -154.5 AND X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead >= -0.0083,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -154.5 AND ""X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead"" IS NOT NULL AND ""X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead"" >= -0.0083",MODE3_202748.xlsx
BAS_prop:garbage_0127,prop:garbage_under,Vision,1.763,59.7,5.4,340,prop:garbage_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,lead_m15 <= 0.0 AND u_overround >= 1.0508,"""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 0.0 AND ""u_overround"" IS NOT NULL AND ""u_overround"" >= 1.0508",MODE3_202748.xlsx
BAS_tg_under_lag_0135,tg_under_lag,Vision,1.927,55.1,5.3,361,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND need_frac >= 0.4 AND dog_odds_vol_180 >= 0.0469 AND u_ratio_shift >= 0.395,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" >= 0.0469 AND ""u_ratio_shift"" IS NOT NULL AND ""u_ratio_shift"" >= 0.395",MODE3_202748.xlsx
BAS_prop:first_s_0047,prop:first_scorer_hold,Jobber,2.198,48.7,5.2,320,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND X_minute__minus__u_drought <= 28.0923 AND tg_overround <= 1.1237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.3716 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 28.0923 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_prop:first_s_0091,prop:first_scorer_hold,Npc,1.645,64.7,5,331,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,total_points_under >= 1.75 AND hour >= 2.0 AND away_odds >= 1.159999966621399 AND tot_vs_line <= -129.823 AND opp >= 1.53,"""total_points_under"" IS NOT NULL AND ""total_points_under"" >= 1.75 AND ""hour"" IS NOT NULL AND ""hour"" >= 2.0 AND ""away_odds"" IS NOT NULL AND ""away_odds"" >= 1.159999966621399 AND ""tot_vs_line"" IS NOT NULL AND ""tot_vs_line"" <= -129.823 AND ""opp"" IS NOT NULL AND ""opp"" >= 1.53",MODE3_202748.xlsx
BAS_prop:held_le_0182,prop:held_lead,Jobber,2.155,49,4.9,304,prop:held_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,rk_fav_odds >= 1.23 AND u_ratio_open <= 2.842,"""rk_fav_odds"" IS NOT NULL AND ""rk_fav_odds"" >= 1.23 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.842",MODE3_202748.xlsx
BAS_spec:Loser_1_0023,spec:Loser_1G,Ino,5.383,18.4,4.9,309,spec:Loser_1G,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,time_at_this_price <= 28.2017 AND lead_vs_line <= -170.833 AND total_line_move >= -4.0 AND lead_m30 <= 1.0,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -170.833 AND ""total_line_move"" IS NOT NULL AND ""total_line_move"" >= -4.0 AND ""lead_m30"" IS NOT NULL AND ""lead_m30"" <= 1.0",MODE3_202748.xlsx
BAS_tg_under_lag_0136,tg_under_lag,Vision,1.907,55.2,4.8,418,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND rk_lead_off_high >= 0.2333 AND lead_m15 <= 1.0 AND line_vel <= 1.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""rk_lead_off_high"" IS NOT NULL AND ""rk_lead_off_high"" >= 0.2333 AND ""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 1.0 AND ""line_vel"" IS NOT NULL AND ""line_vel"" <= 1.0",MODE3_202748.xlsx
BAS_lead_ml_0144,lead_ml,Jobber,2.402,43.9,4.8,327,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND X_minute__minus__u_drought <= 26.2769 AND req_ratio >= 1.1951,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""open_vs_now_lead"" IS NOT NULL AND ""open_vs_now_lead"" <= 0.9043 AND ""motif_0"" IS NOT NULL AND ""motif_0"" <= 0.0 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 26.2769 AND ""req_ratio"" IS NOT NULL AND ""req_ratio"" >= 1.1951",MODE3_202748.xlsx
BAS_spec:TG_Hist_0014,spec:TG_Historical_vs_Handicap_Under,Vision,1.78,58.5,4.7,430,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND need_vs_expected <= 168.5,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""line_move"" IS NOT NULL AND ""line_move"" <= 4.0 AND ""price_gap"" IS NOT NULL AND ""price_gap"" <= 1.89 AND ""opp_drift"" IS NOT NULL AND ""opp_drift"" <= 1.0811 AND ""need_vs_expected"" IS NOT NULL AND ""need_vs_expected"" <= 168.5",MODE3_202748.xlsx
BAS_prop:match_t_0073,prop:match_total_pace,Vision,1.931,54.5,4.7,365,prop:match_total_pace,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,rk_odds_ratio <= 2.6602 AND lead_vs_line >= -173.8462,"""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.6602 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" >= -173.8462",MODE3_202748.xlsx
